fight,fighter,opponent,fighter_url,result,kd,sig. str.,sig. str. att,sig. str. %,total str.,total str. att,td,td att,td %,sub. att,rev.,ctrl,head,head att,body,body att,leg,leg att,distance,distance att,clinch,clinch att,ground,ground att
UFC Fight Night: Belfort vs Henderson 3: Clay Guida v Thiago Tavares,Thiago Tavares,Clay Guida,http://ufcstats.com/fighter-details/8a59d346dc976a10,win,0.0,2.0,7.0,0.28,2.0,7.0,0.0,0.0,,1.0,0.0,0.0166666666666666,2.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Glover Teixeira v Patrick Cummins,Glover Teixeira,Patrick Cummins,http://ufcstats.com/fighter-details/7ff97850e8c32bda,win,0.0,54.0,102.0,0.52,59.0,107.0,0.0,1.0,0.0,0.0,0.0,0.2333333333333333,51.0,98.0,3.0,4.0,0.0,0.0,50.0,96.0,4.0,6.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Glover Teixeira v Patrick Cummins,Patrick Cummins,Glover Teixeira,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,loss,0.0,33.0,90.0,0.36,38.0,95.0,4.0,6.0,0.66,0.0,0.0,1.4,23.0,80.0,7.0,7.0,3.0,3.0,22.0,73.0,11.0,17.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Gleison Tibau v Abel Trujillo,Gleison Tibau,Abel Trujillo,http://ufcstats.com/fighter-details/75e5fec9f72910ef,loss,0.0,3.0,5.0,0.6,6.0,8.0,2.0,3.0,0.66,1.0,0.0,1.45,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0
UFC Fight Night: Belfort vs Henderson 3: Gleison Tibau v Abel Trujillo,Abel Trujillo,Gleison Tibau,http://ufcstats.com/fighter-details/e14b5aa06eea9653,win,0.0,0.0,0.0,,5.0,5.0,0.0,0.0,,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Vitor Belfort v Dan Henderson,Vitor Belfort,Dan Henderson,http://ufcstats.com/fighter-details/0ee783aa00e468f0,win,1.0,6.0,11.0,0.54,6.0,11.0,0.0,0.0,,0.0,0.0,0.1166666666666666,5.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,7.0
UFC Fight Night: Belfort vs Henderson 3: Vitor Belfort v Dan Henderson,Dan Henderson,Vitor Belfort,http://ufcstats.com/fighter-details/1ccf4e7caff270df,loss,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Edimilson Souza v Chas Skelly,Edimilson Souza,Chas Skelly,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,loss,1.0,19.0,35.0,0.54,24.0,40.0,0.0,0.0,,0.0,0.0,2.1333333333333333,17.0,33.0,2.0,2.0,0.0,0.0,6.0,14.0,0.0,0.0,13.0,21.0
UFC Fight Night: Belfort vs Henderson 3: Edimilson Souza v Chas Skelly,Chas Skelly,Edimilson Souza,http://ufcstats.com/fighter-details/4bd6b4800070b069,win,0.0,7.0,18.0,0.38,11.0,24.0,2.0,3.0,0.66,2.0,0.0,2.783333333333333,7.0,15.0,0.0,3.0,0.0,0.0,0.0,11.0,1.0,1.0,6.0,6.0
UFC Fight Night: Belfort vs Henderson 3: Bruno Korea v Matheus Nicolau,Bruno Korea,Matheus Nicolau,http://ufcstats.com/fighter-details/6c011be66326ad97,loss,1.0,27.0,79.0,0.34,49.0,103.0,0.0,0.0,,0.0,0.0,0.0,16.0,65.0,7.0,10.0,4.0,4.0,17.0,62.0,1.0,2.0,9.0,15.0
UFC Fight Night: Belfort vs Henderson 3: Bruno Korea v Matheus Nicolau,Matheus Nicolau,Bruno Korea,http://ufcstats.com/fighter-details/1a31ef98efce7a79,win,2.0,46.0,77.0,0.59,81.0,120.0,3.0,4.0,0.75,3.0,0.0,6.616666666666667,31.0,59.0,8.0,10.0,7.0,8.0,33.0,56.0,1.0,1.0,12.0,20.0
UFC Fight Night: Belfort vs Henderson 3: Fabio Maldonado v Corey Anderson,Fabio Maldonado,Corey Anderson,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,loss,0.0,26.0,54.0,0.48,49.0,78.0,0.0,0.0,,0.0,0.0,0.0,16.0,37.0,10.0,17.0,0.0,0.0,13.0,36.0,13.0,18.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Fabio Maldonado v Corey Anderson,Corey Anderson,Fabio Maldonado,http://ufcstats.com/fighter-details/5e4eec08896c9423,win,0.0,60.0,134.0,0.44,97.0,185.0,6.0,15.0,0.4,0.0,0.0,8.533333333333333,40.0,107.0,15.0,22.0,5.0,5.0,33.0,91.0,17.0,29.0,10.0,14.0
UFC Fight Night: Belfort vs Henderson 3: Alex Oliveira v Piotr Hallmann,Alex Oliveira,Piotr Hallmann,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,win,1.0,42.0,109.0,0.38,54.0,121.0,0.0,4.0,0.0,0.0,0.0,3.0,32.0,95.0,7.0,11.0,3.0,3.0,24.0,68.0,16.0,37.0,2.0,4.0
UFC Fight Night: Belfort vs Henderson 3: Alex Oliveira v Piotr Hallmann,Piotr Hallmann,Alex Oliveira,http://ufcstats.com/fighter-details/a3be148af5c7b088,loss,0.0,36.0,71.0,0.5,79.0,117.0,1.0,2.0,0.5,0.0,0.0,3.5,26.0,53.0,5.0,9.0,5.0,9.0,19.0,45.0,13.0,22.0,4.0,4.0
UFC Fight Night: Belfort vs Henderson 3: Yan Cabral v Johnny Case,Yan Cabral,Johnny Case,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,loss,0.0,31.0,65.0,0.47,41.0,79.0,3.0,6.0,0.5,0.0,0.0,5.2,21.0,53.0,2.0,4.0,8.0,8.0,30.0,62.0,1.0,3.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Yan Cabral v Johnny Case,Johnny Case,Yan Cabral,http://ufcstats.com/fighter-details/1f4b04a926ef1287,win,1.0,74.0,159.0,0.46,90.0,177.0,0.0,0.0,,0.0,2.0,2.333333333333333,46.0,117.0,16.0,27.0,12.0,15.0,52.0,131.0,8.0,10.0,14.0,18.0
UFC Fight Night: Belfort vs Henderson 3: Viscardi Andrade v Gasan Umalatov,Viscardi Andrade,Gasan Umalatov,http://ufcstats.com/fighter-details/d221ee27afc7a60e,win,0.0,78.0,183.0,0.42,80.0,186.0,0.0,2.0,0.0,0.0,0.0,0.0333333333333333,38.0,128.0,28.0,40.0,12.0,15.0,55.0,153.0,23.0,30.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Viscardi Andrade v Gasan Umalatov,Gasan Umalatov,Viscardi Andrade,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,loss,0.0,38.0,102.0,0.37,40.0,107.0,0.0,1.0,0.0,0.0,0.0,0.6833333333333333,28.0,87.0,5.0,9.0,5.0,6.0,34.0,91.0,4.0,10.0,0.0,1.0
UFC Fight Night: Belfort vs Henderson 3: Thomas Almeida v Anthony Birchak,Thomas Almeida,Anthony Birchak,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,win,1.0,24.0,50.0,0.48,26.0,52.0,0.0,0.0,,0.0,0.0,0.0833333333333333,19.0,44.0,4.0,5.0,1.0,1.0,18.0,43.0,6.0,7.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Thomas Almeida v Anthony Birchak,Anthony Birchak,Thomas Almeida,http://ufcstats.com/fighter-details/c5a126ace82a6025,loss,0.0,27.0,91.0,0.29,27.0,91.0,0.0,5.0,0.0,0.0,0.0,0.3666666666666666,16.0,71.0,3.0,10.0,8.0,10.0,24.0,84.0,3.0,7.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Gilbert Burns v Rashid Magomedov,Gilbert Burns,Rashid Magomedov,http://ufcstats.com/fighter-details/23024fdfc966410a,loss,0.0,28.0,77.0,0.36,29.0,78.0,2.0,5.0,0.4,0.0,0.0,2.083333333333333,14.0,55.0,5.0,11.0,9.0,11.0,27.0,70.0,1.0,5.0,0.0,2.0
UFC Fight Night: Belfort vs Henderson 3: Gilbert Burns v Rashid Magomedov,Rashid Magomedov,Gilbert Burns,http://ufcstats.com/fighter-details/7ea1f74cef32f906,win,2.0,80.0,145.0,0.55,94.0,160.0,2.0,2.0,1.0,0.0,0.0,1.15,59.0,112.0,14.0,26.0,7.0,7.0,68.0,129.0,6.0,7.0,6.0,9.0
UFC Fight Night: Belfort vs Henderson 3: Pedro Munhoz v Jimmie Rivera,Pedro Munhoz,Jimmie Rivera,http://ufcstats.com/fighter-details/6bd02119599741a4,loss,0.0,66.0,183.0,0.36,67.0,184.0,0.0,7.0,0.0,0.0,0.0,0.15,31.0,120.0,14.0,36.0,21.0,27.0,64.0,181.0,2.0,2.0,0.0,0.0
UFC Fight Night: Belfort vs Henderson 3: Pedro Munhoz v Jimmie Rivera,Jimmie Rivera,Pedro Munhoz,http://ufcstats.com/fighter-details/9c907996820d2d69,win,0.0,96.0,233.0,0.41,98.0,235.0,0.0,3.0,0.0,0.0,0.0,0.15,69.0,189.0,17.0,34.0,10.0,10.0,94.0,228.0,2.0,5.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Scott Askham v Krzysztof Jotko,Scott Askham,Krzysztof Jotko,http://ufcstats.com/fighter-details/06827d70c53ff0d9,loss,0.0,22.0,67.0,0.32,38.0,83.0,0.0,1.0,0.0,1.0,0.0,2.3666666666666667,7.0,49.0,3.0,6.0,12.0,12.0,15.0,57.0,4.0,7.0,3.0,3.0
UFC Fight Night: Holohan vs Smolka: Scott Askham v Krzysztof Jotko,Krzysztof Jotko,Scott Askham,http://ufcstats.com/fighter-details/4e06913c91da5200,win,0.0,38.0,101.0,0.37,107.0,176.0,2.0,3.0,0.66,0.0,0.0,4.083333333333333,24.0,83.0,9.0,12.0,5.0,6.0,16.0,72.0,6.0,7.0,16.0,22.0
UFC Fight Night: Holohan vs Smolka: Neil Seery v Jon Delos Reyes,Neil Seery,Jon Delos Reyes,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,win,0.0,38.0,95.0,0.4,47.0,105.0,2.0,5.0,0.4,2.0,1.0,2.3833333333333333,32.0,88.0,1.0,2.0,5.0,5.0,32.0,84.0,5.0,8.0,1.0,3.0
UFC Fight Night: Holohan vs Smolka: Neil Seery v Jon Delos Reyes,Jon Delos Reyes,Neil Seery,http://ufcstats.com/fighter-details/0d0351c20169a499,loss,0.0,25.0,74.0,0.33,26.0,75.0,3.0,4.0,0.75,0.0,0.0,2.5666666666666664,16.0,64.0,7.0,8.0,2.0,2.0,16.0,63.0,8.0,9.0,1.0,2.0
UFC Fight Night: Holohan vs Smolka: Darren Elkins v Robert Whiteford,Darren Elkins,Robert Whiteford,http://ufcstats.com/fighter-details/92a9aa9c93192871,win,0.0,40.0,130.0,0.3,112.0,212.0,7.0,11.0,0.63,2.0,0.0,8.516666666666667,36.0,125.0,3.0,4.0,1.0,1.0,10.0,86.0,2.0,3.0,28.0,41.0
UFC Fight Night: Holohan vs Smolka: Darren Elkins v Robert Whiteford,Robert Whiteford,Darren Elkins,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,loss,0.0,23.0,63.0,0.36,41.0,82.0,1.0,1.0,1.0,0.0,0.0,0.85,20.0,59.0,1.0,2.0,2.0,2.0,17.0,56.0,4.0,5.0,2.0,2.0
UFC Fight Night: Holohan vs Smolka: Stevie Ray v Mickael Lebout,Stevie Ray,Mickael Lebout,http://ufcstats.com/fighter-details/31a13532e724ca2b,win,0.0,48.0,150.0,0.32,53.0,156.0,1.0,1.0,1.0,0.0,0.0,0.7666666666666667,26.0,116.0,7.0,14.0,15.0,20.0,46.0,148.0,1.0,1.0,1.0,1.0
UFC Fight Night: Holohan vs Smolka: Stevie Ray v Mickael Lebout,Mickael Lebout,Stevie Ray,http://ufcstats.com/fighter-details/c575ab451e3c5b1d,loss,0.0,27.0,139.0,0.19,29.0,142.0,0.0,3.0,0.0,0.0,0.0,0.7833333333333333,20.0,124.0,1.0,8.0,6.0,7.0,27.0,136.0,0.0,3.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Paddy Holohan v Louis Smolka,Paddy Holohan,Louis Smolka,http://ufcstats.com/fighter-details/6e7c758f5cdec01a,loss,0.0,16.0,40.0,0.4,31.0,56.0,4.0,9.0,0.44,0.0,1.0,4.266666666666667,6.0,27.0,8.0,10.0,2.0,3.0,6.0,24.0,1.0,3.0,9.0,13.0
UFC Fight Night: Holohan vs Smolka: Paddy Holohan v Louis Smolka,Louis Smolka,Paddy Holohan,http://ufcstats.com/fighter-details/d2bc285ead803db0,win,0.0,59.0,89.0,0.66,66.0,97.0,0.0,2.0,0.0,2.0,2.0,2.95,51.0,80.0,7.0,8.0,1.0,1.0,18.0,32.0,1.0,1.0,40.0,56.0
UFC Fight Night: Holohan vs Smolka: Cathal Pendred v Tom Breese,Cathal Pendred,Tom Breese,http://ufcstats.com/fighter-details/99c7610aa74995d3,loss,0.0,5.0,24.0,0.2,8.0,28.0,0.0,1.0,0.0,0.0,0.0,0.4833333333333333,2.0,17.0,2.0,2.0,1.0,5.0,3.0,22.0,2.0,2.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Cathal Pendred v Tom Breese,Tom Breese,Cathal Pendred,http://ufcstats.com/fighter-details/1588b787bda7b540,win,1.0,23.0,35.0,0.65,24.0,36.0,0.0,0.0,,0.0,0.0,0.05,20.0,32.0,3.0,3.0,0.0,0.0,22.0,34.0,1.0,1.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Bubba Bush v Garreth McLellan,Bubba Bush,Garreth McLellan,http://ufcstats.com/fighter-details/132505067f08c54d,loss,0.0,8.0,14.0,0.57,31.0,41.0,3.0,6.0,0.5,0.0,0.0,5.966666666666667,3.0,8.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,8.0
UFC Fight Night: Holohan vs Smolka: Bubba Bush v Garreth McLellan,Garreth McLellan,Bubba Bush,http://ufcstats.com/fighter-details/f215cfbd4ba3c270,win,0.0,97.0,133.0,0.72,163.0,206.0,2.0,5.0,0.4,1.0,0.0,7.783333333333333,87.0,122.0,9.0,9.0,1.0,2.0,3.0,14.0,0.0,0.0,94.0,119.0
UFC Fight Night: Holohan vs Smolka: Aisling Daly v Ericka Almeida,Aisling Daly,Ericka Almeida,http://ufcstats.com/fighter-details/e50cd77732d39967,win,0.0,59.0,105.0,0.56,166.0,216.0,2.0,5.0,0.4,0.0,0.0,11.133333333333333,43.0,82.0,13.0,20.0,3.0,3.0,2.0,9.0,14.0,22.0,43.0,74.0
UFC Fight Night: Holohan vs Smolka: Aisling Daly v Ericka Almeida,Ericka Almeida,Aisling Daly,http://ufcstats.com/fighter-details/67a992d4cff22466,loss,0.0,19.0,44.0,0.43,57.0,91.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,32.0,6.0,11.0,1.0,1.0,4.0,7.0,12.0,23.0,3.0,14.0
UFC Fight Night: Holohan vs Smolka: Norman Parke v Reza Madadi,Norman Parke,Reza Madadi,http://ufcstats.com/fighter-details/14ff46596ad80609,win,0.0,47.0,145.0,0.32,56.0,154.0,1.0,6.0,0.16,0.0,0.0,4.45,31.0,119.0,13.0,23.0,3.0,3.0,43.0,135.0,4.0,10.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Norman Parke v Reza Madadi,Reza Madadi,Norman Parke,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,loss,0.0,33.0,95.0,0.34,40.0,104.0,1.0,12.0,0.08,0.0,0.0,2.283333333333333,27.0,87.0,4.0,6.0,2.0,2.0,24.0,81.0,9.0,14.0,0.0,0.0
UFC Fight Night: Holohan vs Smolka: Nicolas Dalby v Darren Till,Nicolas Dalby,Darren Till,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,loss,0.0,84.0,170.0,0.49,111.0,197.0,2.0,4.0,0.5,0.0,0.0,3.7,68.0,138.0,7.0,19.0,9.0,13.0,29.0,94.0,34.0,48.0,21.0,28.0
UFC Fight Night: Holohan vs Smolka: Nicolas Dalby v Darren Till,Darren Till,Nicolas Dalby,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,win,1.0,49.0,88.0,0.55,49.0,88.0,0.0,3.0,0.0,0.0,0.0,0.7166666666666667,28.0,62.0,13.0,18.0,8.0,8.0,31.0,61.0,11.0,16.0,7.0,11.0
UFC 192: Cormier vs Gustafsson: Rose Namajunas v Angela Hill,Rose Namajunas,Angela Hill,http://ufcstats.com/fighter-details/47b63240018d5d86,win,0.0,13.0,33.0,0.39,14.0,36.0,1.0,1.0,1.0,1.0,0.0,1.1833333333333331,12.0,32.0,1.0,1.0,0.0,0.0,11.0,29.0,2.0,4.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Rose Namajunas v Angela Hill,Angela Hill,Rose Namajunas,http://ufcstats.com/fighter-details/f0feeb2192937424,loss,0.0,12.0,22.0,0.54,16.0,26.0,0.0,0.0,,0.0,0.0,0.1833333333333333,8.0,18.0,2.0,2.0,2.0,2.0,9.0,19.0,3.0,3.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Derrick Lewis v Viktor Pesta,Derrick Lewis,Viktor Pesta,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,win,0.0,41.0,63.0,0.65,51.0,74.0,0.0,3.0,0.0,0.0,0.0,1.4833333333333334,36.0,58.0,5.0,5.0,0.0,0.0,3.0,13.0,10.0,10.0,28.0,40.0
UFC 192: Cormier vs Gustafsson: Derrick Lewis v Viktor Pesta,Viktor Pesta,Derrick Lewis,http://ufcstats.com/fighter-details/202b0467521c9d6f,loss,0.0,8.0,13.0,0.61,47.0,61.0,5.0,13.0,0.38,0.0,0.0,7.15,4.0,9.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,6.0,8.0
UFC 192: Cormier vs Gustafsson: Shawn Jordan v Ruslan Magomedov,Shawn Jordan,Ruslan Magomedov,http://ufcstats.com/fighter-details/ca2efc9d7d523c43,loss,0.0,20.0,56.0,0.35,39.0,77.0,1.0,9.0,0.11,0.0,0.0,4.916666666666667,7.0,38.0,7.0,12.0,6.0,6.0,10.0,43.0,10.0,13.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Shawn Jordan v Ruslan Magomedov,Ruslan Magomedov,Shawn Jordan,http://ufcstats.com/fighter-details/369e1ce458ef50a6,win,0.0,71.0,116.0,0.61,85.0,130.0,0.0,0.0,,0.0,0.0,1.2833333333333332,56.0,101.0,9.0,9.0,6.0,6.0,62.0,104.0,9.0,12.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Adriano Martins v Islam Makhachev,Adriano Martins,Islam Makhachev,http://ufcstats.com/fighter-details/7dcf06c1967801c1,win,1.0,3.0,7.0,0.42,3.0,7.0,0.0,0.0,,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0
UFC 192: Cormier vs Gustafsson: Adriano Martins v Islam Makhachev,Islam Makhachev,Adriano Martins,http://ufcstats.com/fighter-details/275aca31f61ba28c,loss,0.0,4.0,15.0,0.26,4.0,15.0,0.0,0.0,,0.0,0.0,0.0333333333333333,2.0,13.0,2.0,2.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Daniel Cormier v Alexander Gustafsson,Daniel Cormier,Alexander Gustafsson,http://ufcstats.com/fighter-details/d967f0128c323de6,win,0.0,140.0,283.0,0.49,219.0,364.0,1.0,5.0,0.2,0.0,0.0,3.5,111.0,240.0,11.0,22.0,18.0,21.0,86.0,212.0,48.0,64.0,6.0,7.0
UFC 192: Cormier vs Gustafsson: Daniel Cormier v Alexander Gustafsson,Alexander Gustafsson,Daniel Cormier,http://ufcstats.com/fighter-details/3c6976f8182d9527,loss,1.0,120.0,254.0,0.47,130.0,264.0,1.0,7.0,0.14,0.0,0.0,0.9666666666666668,88.0,206.0,23.0,38.0,9.0,10.0,102.0,221.0,15.0,30.0,3.0,3.0
UFC 192: Cormier vs Gustafsson: Alan Jouban v Albert Tumenov,Alan Jouban,Albert Tumenov,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,loss,0.0,17.0,34.0,0.5,17.0,34.0,0.0,0.0,,0.0,0.0,0.0,12.0,27.0,4.0,5.0,1.0,2.0,16.0,33.0,1.0,1.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Alan Jouban v Albert Tumenov,Albert Tumenov,Alan Jouban,http://ufcstats.com/fighter-details/ff6a1f63c254127e,win,1.0,19.0,41.0,0.46,19.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0333333333333333,16.0,36.0,3.0,4.0,0.0,1.0,18.0,40.0,1.0,1.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Yair Rodriguez v Dan Hooker,Yair Rodriguez,Dan Hooker,http://ufcstats.com/fighter-details/cbf5e6f231b55443,win,0.0,52.0,104.0,0.5,67.0,123.0,2.0,9.0,0.22,0.0,0.0,0.5,27.0,72.0,15.0,19.0,10.0,13.0,38.0,80.0,6.0,14.0,8.0,10.0
UFC 192: Cormier vs Gustafsson: Yair Rodriguez v Dan Hooker,Dan Hooker,Yair Rodriguez,http://ufcstats.com/fighter-details/193b9d1858bc4df3,loss,0.0,19.0,79.0,0.24,85.0,162.0,1.0,3.0,0.33,0.0,0.0,6.016666666666667,14.0,62.0,5.0,8.0,0.0,9.0,9.0,56.0,6.0,15.0,4.0,8.0
UFC 192: Cormier vs Gustafsson: Francisco Trevino v Sage Northcutt,Francisco Trevino,Sage Northcutt,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,loss,0.0,1.0,3.0,0.33,1.0,3.0,0.0,0.0,,0.0,0.0,0.15,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Francisco Trevino v Sage Northcutt,Sage Northcutt,Francisco Trevino,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,win,0.0,21.0,31.0,0.67,21.0,31.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,29.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,11.0,10.0,16.0
UFC 192: Cormier vs Gustafsson: Chris Cariaso v Sergio Pettis,Chris Cariaso,Sergio Pettis,http://ufcstats.com/fighter-details/b2e3aca4cd363477,loss,0.0,37.0,79.0,0.46,54.0,104.0,0.0,1.0,0.0,1.0,1.0,4.166666666666667,11.0,48.0,15.0,19.0,11.0,12.0,30.0,67.0,4.0,5.0,3.0,7.0
UFC 192: Cormier vs Gustafsson: Chris Cariaso v Sergio Pettis,Sergio Pettis,Chris Cariaso,http://ufcstats.com/fighter-details/de75d1c45a39e221,win,1.0,37.0,122.0,0.3,80.0,169.0,3.0,4.0,0.75,0.0,0.0,5.866666666666667,32.0,115.0,3.0,5.0,2.0,2.0,15.0,75.0,0.0,1.0,22.0,46.0
UFC 192: Cormier vs Gustafsson: Joseph Benavidez v Ali Bagautinov,Joseph Benavidez,Ali Bagautinov,http://ufcstats.com/fighter-details/80eacd4da0617c57,win,0.0,48.0,146.0,0.32,48.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,111.0,10.0,26.0,6.0,9.0,44.0,139.0,4.0,7.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Joseph Benavidez v Ali Bagautinov,Ali Bagautinov,Joseph Benavidez,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,loss,0.0,31.0,121.0,0.25,31.0,121.0,0.0,5.0,0.0,0.0,0.0,0.3166666666666666,22.0,103.0,5.0,12.0,4.0,6.0,30.0,117.0,1.0,4.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Ryan Bader v Rashad Evans,Ryan Bader,Rashad Evans,http://ufcstats.com/fighter-details/c0ab242c40decc55,win,0.0,52.0,133.0,0.39,55.0,136.0,1.0,6.0,0.16,0.0,0.0,1.0666666666666669,45.0,120.0,6.0,10.0,1.0,3.0,49.0,130.0,3.0,3.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Ryan Bader v Rashad Evans,Rashad Evans,Ryan Bader,http://ufcstats.com/fighter-details/ee779c43a8926d52,loss,0.0,25.0,111.0,0.22,27.0,113.0,0.0,3.0,0.0,0.0,0.0,0.9333333333333332,17.0,96.0,6.0,13.0,2.0,2.0,23.0,107.0,2.0,4.0,0.0,0.0
UFC 192: Cormier vs Gustafsson: Jessica Eye v Julianna Pena,Jessica Eye,Julianna Pena,http://ufcstats.com/fighter-details/f72465a784c1b084,loss,0.0,30.0,54.0,0.55,77.0,104.0,1.0,1.0,1.0,1.0,0.0,5.733333333333333,17.0,35.0,9.0,14.0,4.0,5.0,17.0,34.0,9.0,16.0,4.0,4.0
UFC 192: Cormier vs Gustafsson: Jessica Eye v Julianna Pena,Julianna Pena,Jessica Eye,http://ufcstats.com/fighter-details/3253b16d38ae087d,win,0.0,34.0,68.0,0.5,100.0,139.0,3.0,6.0,0.5,3.0,0.0,7.3,22.0,52.0,9.0,12.0,3.0,4.0,13.0,41.0,8.0,12.0,13.0,15.0
